Filename,Background_file,Start_times,End_times,Freq_lows,Freq_highs
scape1742.wav,backgroundbirds.wav,"[0.6, 2.525, 3.578]","[2.128, 4.108, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1743.wav,backgroundbirds2.wav,[3.477],[5.0],[1000],[9116]
scape1744.wav,rain_litebirds.wav,[],[],[],[]
scape1745.wav,rain.wav,[3.431],[5.0],[1000],[9116]
scape1746.wav,whiteNoise_60.wav,[],[],[],[]
scape1747.wav,backgroundbirds2.wav,"[0.233, 0.398, 1.872]","[1.669, 1.74, 3.425]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1748.wav,whiteNoise_60.wav,"[1.196, 2.039, 2.767]","[2.692, 3.451, 4.203]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1749.wav,rain_litebirds.wav,[2.049],[3.658],[1000],[9116]
scape175.wav,rain.wav,[],[],[],[]
scape1750.wav,brownianNoise_60.wav,"[0.067, 0.498]","[1.592, 2.053]","[1000, 1000]","[9116, 9116]"
scape1751.wav,whiteNoise_60.wav,"[0.097, 2.962, 3.614]","[1.436, 4.442, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1752.wav,whiteNoise_60.wav,[3.174],[4.622],[1000],[9116]
scape1753.wav,rain_litebirds.wav,[],[],[],[]
scape1754.wav,brownianNoise_60.wav,"[0.354, 1.64, 2.193]","[1.95, 3.104, 3.567]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1755.wav,backgroundbirds2.wav,"[3.061, 3.414]","[4.556, 4.877]","[1000, 1000]","[9116, 9116]"
scape1756.wav,backgroundbirds2.wav,"[0.37, 1.364]","[1.879, 2.7]","[1000, 1000]","[9116, 9116]"
scape1757.wav,rain.wav,"[0.811, 1.735]","[2.306, 3.32]","[1000, 1000]","[9116, 9116]"
scape1758.wav,pinkNoise_60.wav,[],[],[],[]
scape1759.wav,backgroundbirds2.wav,"[2.309, 3.584]","[3.722, 5.0]","[1000, 1000]","[9116, 9116]"
scape176.wav,pinkNoise_60.wav,"[2.364, 3.464, 3.618]","[3.941, 5.0, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1760.wav,rain.wav,[],[],[],[]
scape1761.wav,whiteNoise_60.wav,"[2.527, 3.531]","[3.907, 5.0]","[1000, 1000]","[9116, 9116]"
scape1762.wav,whiteNoise_60.wav,"[1.04, 2.884]","[2.556, 4.379]","[1000, 1000]","[9116, 9116]"
scape1763.wav,whiteNoise_60.wav,"[1.452, 3.451]","[3.035, 5.0]","[1000, 1000]","[9116, 9116]"
scape1764.wav,whiteNoise_60.wav,[3.468],[5.0],[1000],[9116]
scape1765.wav,rain.wav,[0.728],[2.126],[1000],[9116]
scape1766.wav,rain.wav,[1.161],[2.734],[1000],[9116]
scape1767.wav,pinkNoise_60.wav,[],[],[],[]
scape1768.wav,whiteNoise_60.wav,[3.441],[5.0],[1000],[9116]
scape1769.wav,rain.wav,"[0.897, 1.077]","[2.235, 2.526]","[1000, 1000]","[9116, 9116]"
scape177.wav,brownianNoise_60.wav,[],[],[],[]
scape1770.wav,whiteNoise_60.wav,"[2.42, 3.424]","[3.75, 5.0]","[1000, 1000]","[9116, 9116]"
scape1771.wav,backgroundbirds2.wav,"[0.16, 2.983]","[1.742, 4.347]","[1000, 1000]","[9116, 9116]"
scape1772.wav,rain.wav,[],[],[],[]
scape1773.wav,pinkNoise_60.wav,[],[],[],[]
scape1774.wav,rain.wav,"[1.716, 2.372]","[3.087, 3.836]","[1000, 1000]","[9116, 9116]"
scape1775.wav,brownianNoise_60.wav,"[1.523, 1.993, 3.462]","[2.947, 3.549, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1776.wav,backgroundbirds2.wav,"[0.853, 3.633, 3.653]","[2.255, 5.0, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1777.wav,backgroundbirds2.wav,"[1.333, 1.478, 1.596]","[2.903, 3.033, 2.939]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1778.wav,windy_60.wav,"[1.927, 2.003, 2.326]","[3.41, 3.455, 3.716]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1779.wav,pinkNoise_60.wav,"[0.669, 1.627, 2.3]","[1.997, 3.214, 3.778]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape178.wav,pinkNoise_60.wav,[],[],[],[]
scape1780.wav,rain_litebirds.wav,"[3.437, 3.475, 3.605]","[5.0, 5.0, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1781.wav,backgroundbirds.wav,"[0.515, 3.598]","[1.987, 5.0]","[1000, 1000]","[9116, 9116]"
scape1782.wav,brownianNoise_60.wav,[0.695],[2.229],[1000],[9116]
scape1783.wav,pinkNoise_60.wav,"[0.699, 3.111, 3.475]","[2.161, 4.662, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1784.wav,windy_60.wav,[0.974],[2.312],[1000],[9116]
scape1785.wav,windy_60.wav,"[2.56, 3.549]","[4.16, 5.0]","[1000, 1000]","[9116, 9116]"
scape1786.wav,backgroundbirds.wav,[],[],[],[]
scape1787.wav,rain.wav,[3.482],[5.0],[1000],[9116]
scape1788.wav,whiteNoise_60.wav,"[0.429, 0.486, 1.028]","[1.834, 1.858, 2.493]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1789.wav,whiteNoise_60.wav,[2.624],[4.031],[1000],[9116]
scape179.wav,windy_60.wav,"[0.128, 1.761, 3.41]","[1.495, 3.091, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1790.wav,rain.wav,[],[],[],[]
scape1791.wav,backgroundbirds.wav,[2.147],[3.532],[1000],[9116]
scape1792.wav,rain.wav,"[0.906, 3.641]","[2.231, 5.0]","[1000, 1000]","[9116, 9116]"
scape1793.wav,windy_60.wav,"[0.166, 2.503]","[1.528, 3.92]","[1000, 1000]","[9116, 9116]"
scape1794.wav,backgroundbirds.wav,"[1.463, 3.439]","[2.89, 5.0]","[1000, 1000]","[9116, 9116]"
scape1795.wav,windy_60.wav,[3.608],[5.0],[1000],[9116]
scape1796.wav,backgroundbirds2.wav,[],[],[],[]
scape1797.wav,windy_60.wav,"[2.287, 2.642]","[3.774, 3.976]","[1000, 1000]","[9116, 9116]"
scape1798.wav,rain.wav,"[0.639, 2.728, 2.754]","[2.196, 4.276, 4.14]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1799.wav,rain.wav,[2.582],[4.05],[1000],[9116]
scape18.wav,rain_litebirds.wav,"[0.592, 3.464, 3.639]","[1.929, 5.0, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape180.wav,pinkNoise_60.wav,[3.415],[5.0],[1000],[9116]
scape1800.wav,backgroundbirds2.wav,[1.156],[2.694],[1000],[9116]
scape1801.wav,rain.wav,[],[],[],[]
scape1802.wav,rain_litebirds.wav,"[0.432, 2.152]","[1.776, 3.696]","[1000, 1000]","[9116, 9116]"
scape1803.wav,brownianNoise_60.wav,"[2.205, 2.532, 3.341]","[3.806, 4.058, 4.769]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1804.wav,pinkNoise_60.wav,[3.554],[5.0],[1000],[9116]
scape1805.wav,whiteNoise_60.wav,"[0.978, 1.565]","[2.569, 3.09]","[1000, 1000]","[9116, 9116]"
scape1806.wav,rain_litebirds.wav,[],[],[],[]
scape1807.wav,rain.wav,"[0.077, 0.138]","[1.632, 1.626]","[1000, 1000]","[9116, 9116]"
scape1808.wav,rain.wav,"[3.477, 3.673]","[5.0, 5.0]","[1000, 1000]","[9116, 9116]"
scape1809.wav,windy_60.wav,[0.878],[2.313],[1000],[9116]
scape181.wav,backgroundbirds2.wav,[2.621],[4.003],[1000],[9116]
scape1810.wav,windy_60.wav,[],[],[],[]
scape1811.wav,windy_60.wav,"[1.851, 3.666]","[3.424, 5.0]","[1000, 1000]","[9116, 9116]"
scape1812.wav,windy_60.wav,[],[],[],[]
scape1813.wav,whiteNoise_60.wav,"[3.187, 3.614]","[4.757, 5.0]","[1000, 1000]","[9116, 9116]"
scape1814.wav,rain.wav,"[0.182, 0.836, 1.071]","[1.604, 2.245, 2.403]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1815.wav,brownianNoise_60.wav,[],[],[],[]
scape1816.wav,backgroundbirds2.wav,[3.512],[4.868],[1000],[9116]
scape1817.wav,brownianNoise_60.wav,"[2.844, 3.548]","[4.299, 5.0]","[1000, 1000]","[9116, 9116]"
scape1818.wav,backgroundbirds2.wav,[0.995],[2.492],[1000],[9116]
scape1819.wav,backgroundbirds2.wav,[],[],[],[]
scape182.wav,backgroundbirds.wav,"[0.523, 1.841, 3.637]","[1.975, 3.394, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1820.wav,brownianNoise_60.wav,[],[],[],[]
scape1821.wav,brownianNoise_60.wav,[3.433],[4.964],[1000],[9116]
scape1822.wav,windy_60.wav,[0.368],[1.818],[1000],[9116]
scape1823.wav,brownianNoise_60.wav,[1.852],[3.365],[1000],[9116]
scape1824.wav,rain.wav,"[0.397, 0.799, 3.586]","[1.88, 2.317, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1825.wav,rain_litebirds.wav,"[1.806, 2.194, 3.628]","[3.291, 3.802, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1826.wav,backgroundbirds.wav,[],[],[],[]
scape1827.wav,windy_60.wav,"[0.426, 3.394, 3.515]","[1.938, 5.0, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1828.wav,backgroundbirds.wav,"[2.021, 2.32]","[3.53, 3.693]","[1000, 1000]","[9116, 9116]"
scape1829.wav,pinkNoise_60.wav,"[0.568, 1.464, 2.997]","[1.981, 2.914, 4.536]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape183.wav,rain_litebirds.wav,[2.636],[4.138],[1000],[9116]
scape1830.wav,backgroundbirds2.wav,[],[],[],[]
scape1831.wav,rain_litebirds.wav,[2.602],[4.205],[1000],[9116]
scape1832.wav,pinkNoise_60.wav,[2.12],[3.719],[1000],[9116]
scape1833.wav,rain.wav,"[1.448, 3.442]","[2.973, 5.0]","[1000, 1000]","[9116, 9116]"
scape1834.wav,backgroundbirds2.wav,[3.543],[5.0],[1000],[9116]
scape1835.wav,whiteNoise_60.wav,[3.049],[4.648],[1000],[9116]
scape1836.wav,backgroundbirds.wav,[],[],[],[]
scape1837.wav,rain_litebirds.wav,[1.976],[3.424],[1000],[9116]
scape1838.wav,whiteNoise_60.wav,[2.684],[4.044],[1000],[9116]
scape1839.wav,backgroundbirds2.wav,[],[],[],[]
scape184.wav,rain.wav,"[3.23, 3.47]","[4.595, 5.0]","[1000, 1000]","[9116, 9116]"
scape1840.wav,rain.wav,"[0.081, 0.09, 2.275]","[1.613, 1.579, 3.747]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1841.wav,brownianNoise_60.wav,[2.681],[4.007],[1000],[9116]
scape1842.wav,whiteNoise_60.wav,"[1.353, 2.201, 3.496]","[2.918, 3.622, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1843.wav,backgroundbirds2.wav,[],[],[],[]
scape1844.wav,backgroundbirds.wav,[1.112],[2.518],[1000],[9116]
scape1845.wav,rain.wav,[3.408],[4.793],[1000],[9116]
scape1846.wav,rain.wav,[0.718],[2.244],[1000],[9116]
scape1847.wav,brownianNoise_60.wav,"[1.045, 3.398, 3.448]","[2.531, 5.0, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1848.wav,windy_60.wav,[],[],[],[]
scape1849.wav,rain_litebirds.wav,"[2.606, 2.833, 3.466]","[4.09, 4.427, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape185.wav,rain.wav,[],[],[],[]
scape1850.wav,rain.wav,"[0.33, 1.848]","[1.717, 3.17]","[1000, 1000]","[9116, 9116]"
scape1851.wav,brownianNoise_60.wav,"[1.323, 1.867, 3.426]","[2.761, 3.32, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1852.wav,backgroundbirds.wav,[0.575],[2.179],[1000],[9116]
scape1853.wav,backgroundbirds.wav,"[2.678, 3.086]","[4.184, 4.557]","[1000, 1000]","[9116, 9116]"
scape1854.wav,backgroundbirds.wav,[],[],[],[]
scape1855.wav,pinkNoise_60.wav,[1.577],[3.116],[1000],[9116]
scape1856.wav,windy_60.wav,[1.803],[3.359],[1000],[9116]
scape1857.wav,whiteNoise_60.wav,"[0.663, 2.255, 3.321]","[2.075, 3.736, 4.658]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1858.wav,backgroundbirds.wav,"[0.407, 1.762, 3.316]","[1.991, 3.272, 4.682]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1859.wav,rain.wav,[1.76],[3.141],[1000],[9116]
scape186.wav,rain_litebirds.wav,"[2.061, 3.556]","[3.581, 5.0]","[1000, 1000]","[9116, 9116]"
scape1860.wav,rain_litebirds.wav,[],[],[],[]
scape1861.wav,rain_litebirds.wav,[3.419],[5.0],[1000],[9116]
scape1862.wav,backgroundbirds2.wav,[0.324],[1.918],[1000],[9116]
scape1863.wav,rain_litebirds.wav,[1.958],[3.427],[1000],[9116]
scape1864.wav,backgroundbirds.wav,"[1.323, 3.403, 3.624]","[2.929, 5.0, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1865.wav,rain_litebirds.wav,"[0.374, 3.566]","[1.792, 5.0]","[1000, 1000]","[9116, 9116]"
scape1866.wav,brownianNoise_60.wav,"[0.831, 1.5]","[2.282, 2.867]","[1000, 1000]","[9116, 9116]"
scape1867.wav,pinkNoise_60.wav,"[0.807, 1.685]","[2.33, 3.013]","[1000, 1000]","[9116, 9116]"
scape1868.wav,backgroundbirds.wav,"[0.565, 0.737]","[1.903, 2.312]","[1000, 1000]","[9116, 9116]"
scape1869.wav,backgroundbirds.wav,"[0.117, 1.18, 2.785]","[1.589, 2.762, 4.122]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape187.wav,backgroundbirds.wav,"[3.394, 3.679]","[5.0, 5.0]","[1000, 1000]","[9116, 9116]"
scape1870.wav,backgroundbirds2.wav,[1.703],[3.025],[1000],[9116]
scape1871.wav,whiteNoise_60.wav,"[3.554, 3.581]","[5.0, 4.928]","[1000, 1000]","[9116, 9116]"
scape1872.wav,windy_60.wav,"[0.582, 1.051, 2.941]","[1.968, 2.552, 4.549]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1873.wav,brownianNoise_60.wav,"[0.7, 1.585]","[2.183, 3.16]","[1000, 1000]","[9116, 9116]"
scape1874.wav,brownianNoise_60.wav,[3.434],[5.0],[1000],[9116]
scape1875.wav,pinkNoise_60.wav,[3.001],[4.512],[1000],[9116]
scape1876.wav,backgroundbirds2.wav,"[0.76, 1.169]","[2.334, 2.552]","[1000, 1000]","[9116, 9116]"
scape1877.wav,backgroundbirds2.wav,"[1.626, 3.1]","[3.073, 4.512]","[1000, 1000]","[9116, 9116]"
scape1878.wav,pinkNoise_60.wav,[2.365],[3.85],[1000],[9116]
scape1879.wav,rain_litebirds.wav,"[0.741, 3.322, 3.401]","[2.1, 4.718, 4.764]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape188.wav,backgroundbirds2.wav,[],[],[],[]
scape1880.wav,whiteNoise_60.wav,"[0.23, 1.739, 3.463]","[1.835, 3.124, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1881.wav,backgroundbirds2.wav,[],[],[],[]
scape1882.wav,backgroundbirds.wav,[],[],[],[]
scape1883.wav,rain.wav,[3.227],[4.702],[1000],[9116]
scape1884.wav,rain.wav,"[1.251, 1.494, 3.509]","[2.746, 2.814, 4.943]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1885.wav,rain_litebirds.wav,"[2.754, 3.352, 3.602]","[4.277, 4.856, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1886.wav,pinkNoise_60.wav,[3.643],[5.0],[1000],[9116]
scape1887.wav,pinkNoise_60.wav,[2.532],[3.979],[1000],[9116]
scape1888.wav,windy_60.wav,"[1.693, 3.566]","[3.295, 5.0]","[1000, 1000]","[9116, 9116]"
scape1889.wav,rain.wav,"[0.25, 3.404]","[1.642, 5.0]","[1000, 1000]","[9116, 9116]"
scape189.wav,rain.wav,"[1.507, 2.802]","[2.975, 4.161]","[1000, 1000]","[9116, 9116]"
scape1890.wav,backgroundbirds2.wav,[1.524],[2.918],[1000],[9116]
scape1891.wav,brownianNoise_60.wav,[],[],[],[]
scape1892.wav,whiteNoise_60.wav,"[1.624, 3.222]","[3.024, 4.635]","[1000, 1000]","[9116, 9116]"
scape1893.wav,backgroundbirds.wav,[1.444],[2.812],[1000],[9116]
scape1894.wav,pinkNoise_60.wav,"[1.037, 1.522, 3.002]","[2.458, 2.886, 4.485]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1895.wav,windy_60.wav,"[0.91, 2.51]","[2.438, 3.907]","[1000, 1000]","[9116, 9116]"
scape1896.wav,rain.wav,"[0.81, 2.59, 2.756]","[2.263, 4.065, 4.243]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1897.wav,windy_60.wav,[],[],[],[]
scape1898.wav,rain_litebirds.wav,[3.427],[5.0],[1000],[9116]
scape1899.wav,pinkNoise_60.wav,"[0.325, 0.337, 3.496]","[1.643, 1.798, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape19.wav,rain_litebirds.wav,"[0.445, 0.698]","[1.775, 2.133]","[1000, 1000]","[9116, 9116]"
scape190.wav,rain_litebirds.wav,"[0.793, 2.103, 3.525]","[2.39, 3.602, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1900.wav,brownianNoise_60.wav,"[2.738, 3.396]","[4.071, 5.0]","[1000, 1000]","[9116, 9116]"
scape1901.wav,whiteNoise_60.wav,[2.417],[4.006],[1000],[9116]
scape1902.wav,backgroundbirds.wav,[],[],[],[]
scape1903.wav,windy_60.wav,[],[],[],[]
scape1904.wav,backgroundbirds2.wav,"[1.35, 2.021, 3.314]","[2.806, 3.467, 4.738]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1905.wav,brownianNoise_60.wav,[],[],[],[]
scape1906.wav,pinkNoise_60.wav,"[1.029, 1.829]","[2.509, 3.155]","[1000, 1000]","[9116, 9116]"
scape1907.wav,brownianNoise_60.wav,[3.493],[5.0],[1000],[9116]
scape1908.wav,rain_litebirds.wav,[],[],[],[]
scape1909.wav,brownianNoise_60.wav,"[1.162, 1.911, 3.503]","[2.497, 3.359, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape191.wav,windy_60.wav,"[3.299, 3.551]","[4.667, 5.0]","[1000, 1000]","[9116, 9116]"
scape1910.wav,windy_60.wav,"[0.243, 3.634]","[1.789, 5.0]","[1000, 1000]","[9116, 9116]"
scape1911.wav,rain_litebirds.wav,[0.518],[2.06],[1000],[9116]
scape1912.wav,whiteNoise_60.wav,[],[],[],[]
scape1913.wav,windy_60.wav,[],[],[],[]
scape1914.wav,backgroundbirds2.wav,"[0.727, 3.459]","[2.336, 5.0]","[1000, 1000]","[9116, 9116]"
scape1915.wav,brownianNoise_60.wav,"[1.141, 2.404]","[2.684, 3.994]","[1000, 1000]","[9116, 9116]"
scape1916.wav,brownianNoise_60.wav,[3.412],[4.995],[1000],[9116]
scape1917.wav,brownianNoise_60.wav,[3.068],[4.575],[1000],[9116]
scape1918.wav,whiteNoise_60.wav,[1.238],[2.742],[1000],[9116]
scape1919.wav,rain.wav,"[3.295, 3.535]","[4.767, 4.957]","[1000, 1000]","[9116, 9116]"
scape192.wav,backgroundbirds.wav,[],[],[],[]
scape1920.wav,backgroundbirds.wav,"[0.097, 1.662, 3.487]","[1.484, 3.019, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1921.wav,windy_60.wav,"[1.258, 1.9, 2.95]","[2.73, 3.233, 4.379]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1922.wav,backgroundbirds.wav,"[1.342, 1.591, 3.478]","[2.759, 2.978, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1923.wav,backgroundbirds2.wav,"[0.311, 3.51]","[1.834, 5.0]","[1000, 1000]","[9116, 9116]"
scape1924.wav,rain.wav,[],[],[],[]
scape1925.wav,backgroundbirds.wav,[2.873],[4.44],[1000],[9116]
scape1926.wav,backgroundbirds.wav,[],[],[],[]
scape1927.wav,brownianNoise_60.wav,"[0.443, 2.943, 3.031]","[1.807, 4.374, 4.473]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1928.wav,rain_litebirds.wav,[1.675],[3.09],[1000],[9116]
scape1929.wav,whiteNoise_60.wav,"[0.722, 3.49]","[2.16, 4.922]","[1000, 1000]","[9116, 9116]"
scape193.wav,windy_60.wav,"[2.815, 2.862, 3.519]","[4.257, 4.426, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1930.wav,backgroundbirds.wav,[3.643],[5.0],[1000],[9116]
scape1931.wav,pinkNoise_60.wav,"[1.3, 2.478, 3.585]","[2.704, 4.016, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1932.wav,brownianNoise_60.wav,"[2.985, 3.389, 3.459]","[4.413, 4.807, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1933.wav,backgroundbirds2.wav,"[3.449, 3.492, 3.493]","[5.0, 5.0, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1934.wav,rain_litebirds.wav,"[1.848, 3.208]","[3.318, 4.581]","[1000, 1000]","[9116, 9116]"
scape1935.wav,windy_60.wav,"[0.277, 0.539, 2.045]","[1.662, 1.963, 3.593]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1936.wav,backgroundbirds.wav,"[3.038, 3.56]","[4.633, 5.0]","[1000, 1000]","[9116, 9116]"
scape1937.wav,backgroundbirds2.wav,[1.396],[2.854],[1000],[9116]
scape1938.wav,brownianNoise_60.wav,[],[],[],[]
scape1939.wav,whiteNoise_60.wav,"[0.032, 3.662]","[1.552, 5.0]","[1000, 1000]","[9116, 9116]"
scape194.wav,windy_60.wav,"[0.369, 1.639]","[1.898, 3.244]","[1000, 1000]","[9116, 9116]"
scape1940.wav,backgroundbirds2.wav,[],[],[],[]
scape1941.wav,backgroundbirds.wav,[2.327],[3.881],[1000],[9116]
scape1942.wav,brownianNoise_60.wav,[],[],[],[]
scape1943.wav,pinkNoise_60.wav,[],[],[],[]
scape1944.wav,brownianNoise_60.wav,[2.624],[4.158],[1000],[9116]
scape1945.wav,windy_60.wav,[],[],[],[]
scape1946.wav,backgroundbirds.wav,"[1.556, 3.429]","[2.991, 5.0]","[1000, 1000]","[9116, 9116]"
scape1947.wav,rain_litebirds.wav,[3.666],[5.0],[1000],[9116]
scape1948.wav,rain_litebirds.wav,[],[],[],[]
scape1949.wav,rain_litebirds.wav,"[0.083, 3.659]","[1.504, 5.0]","[1000, 1000]","[9116, 9116]"
scape195.wav,windy_60.wav,[2.854],[4.373],[1000],[9116]
scape1950.wav,whiteNoise_60.wav,"[3.299, 3.575]","[4.896, 5.0]","[1000, 1000]","[9116, 9116]"
scape1951.wav,rain_litebirds.wav,"[1.259, 2.808]","[2.695, 4.142]","[1000, 1000]","[9116, 9116]"
scape1952.wav,pinkNoise_60.wav,[],[],[],[]
scape1953.wav,backgroundbirds.wav,"[1.643, 2.848, 3.597]","[3.025, 4.326, 4.965]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1954.wav,rain_litebirds.wav,"[3.424, 3.619]","[5.0, 5.0]","[1000, 1000]","[9116, 9116]"
scape1955.wav,rain_litebirds.wav,"[0.188, 2.738]","[1.757, 4.121]","[1000, 1000]","[9116, 9116]"
scape1956.wav,pinkNoise_60.wav,[],[],[],[]
scape1957.wav,whiteNoise_60.wav,[],[],[],[]
scape1958.wav,whiteNoise_60.wav,[3.576],[5.0],[1000],[9116]
scape1959.wav,pinkNoise_60.wav,"[0.542, 1.371]","[2.093, 2.869]","[1000, 1000]","[9116, 9116]"
scape196.wav,backgroundbirds.wav,[],[],[],[]
scape1960.wav,windy_60.wav,"[0.7, 1.802]","[2.139, 3.271]","[1000, 1000]","[9116, 9116]"
scape1961.wav,whiteNoise_60.wav,[],[],[],[]
scape1962.wav,rain_litebirds.wav,[],[],[],[]
scape1963.wav,windy_60.wav,"[1.462, 3.322, 3.401]","[3.036, 4.836, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1964.wav,rain_litebirds.wav,"[0.305, 0.477, 3.648]","[1.863, 1.872, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1965.wav,brownianNoise_60.wav,[1.624],[3.23],[1000],[9116]
scape1966.wav,whiteNoise_60.wav,[],[],[],[]
scape1967.wav,rain.wav,[],[],[],[]
scape1968.wav,rain_litebirds.wav,[2.324],[3.698],[1000],[9116]
scape1969.wav,backgroundbirds.wav,[],[],[],[]
scape197.wav,rain.wav,"[0.069, 1.77]","[1.625, 3.379]","[1000, 1000]","[9116, 9116]"
scape1970.wav,windy_60.wav,"[0.114, 2.076]","[1.48, 3.547]","[1000, 1000]","[9116, 9116]"
scape1971.wav,windy_60.wav,"[2.845, 3.53, 3.634]","[4.315, 5.0, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1972.wav,rain_litebirds.wav,"[1.315, 1.61]","[2.673, 3.077]","[1000, 1000]","[9116, 9116]"
scape1973.wav,backgroundbirds.wav,[],[],[],[]
scape1974.wav,backgroundbirds2.wav,[2.15],[3.719],[1000],[9116]
scape1975.wav,rain_litebirds.wav,[],[],[],[]
scape1976.wav,backgroundbirds2.wav,[3.497],[5.0],[1000],[9116]
scape1977.wav,backgroundbirds2.wav,[3.567],[5.0],[1000],[9116]
scape1978.wav,windy_60.wav,[1.945],[3.491],[1000],[9116]
scape1979.wav,windy_60.wav,"[0.792, 1.478, 2.066]","[2.304, 2.887, 3.634]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape198.wav,brownianNoise_60.wav,"[1.628, 3.548]","[3.116, 5.0]","[1000, 1000]","[9116, 9116]"
scape1980.wav,backgroundbirds.wav,"[1.649, 3.423, 3.648]","[2.997, 5.0, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1981.wav,rain.wav,"[1.501, 3.097, 3.547]","[2.856, 4.45, 4.975]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1982.wav,backgroundbirds2.wav,"[0.125, 2.087]","[1.687, 3.49]","[1000, 1000]","[9116, 9116]"
scape1983.wav,backgroundbirds.wav,[1.463],[2.9],[1000],[9116]
scape1984.wav,pinkNoise_60.wav,[],[],[],[]
scape1985.wav,backgroundbirds.wav,"[3.376, 3.395, 3.534]","[4.819, 5.0, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1986.wav,backgroundbirds2.wav,"[1.829, 3.116, 3.458]","[3.178, 4.661, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1987.wav,pinkNoise_60.wav,"[2.44, 3.381, 3.645]","[4.045, 4.792, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1988.wav,rain_litebirds.wav,"[0.457, 0.514, 3.524]","[1.822, 1.867, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape1989.wav,rain.wav,"[2.19, 2.257, 3.625]","[3.526, 3.802, 5.0]","[1000, 1000, 1000]","[9116, 9116, 9116]"
scape199.wav,backgroundbirds.wav,[],[],[],[]
scape1990.wav,rain.wav,[],[],[],[]
